mismatch,condition,bleu,hda,term_precision,term_recall,term_f1,context_overuse_rate,wrong_slide_adoption_rate,vga,dra,oaa,oga,vhr,wvar,evidence_precision,evidence_recall,visual_label_n,avg_wall_time_sec,n
matched,V0_no_context,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.6768773396809895e-05,0
matched,V2_ocr_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,3,2.376238505045573e-05,0
matched,V3_visual_caption_only,1.346257064947822,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0,1.0,0.0,0.15384615384615385,0.6666666666666666,3,4.402796427408854e-05,0
matched,V4_ocr_plus_visual,1.330669803056264,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,0.2,1.0,3,3.6557515462239586e-05,0
matched,V5_naive_all_visual,1.330669803056264,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,0.2,1.0,3,3.925959269205729e-05,0
matched,V6_policy_visual,1.1896985269416749,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3,0.1293643315633138,0
matched,V7_oracle_supporting,1.1896985269416749,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3,2.1775563557942707e-05,0
matched,V8_wrong_visual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,2.3285547892252605e-05,0
